wluna_date,luna_price,luna_total_volume,luna_date,luna_market_cap,wcelo_date,celo_price,celo_total_volume,celo_date,celo_market_cap,luna_celo_ratio
2021-07-15 00:00:00 UTC,6.937528687,323754442.2,7/15/2021,2788886532,2021-07-15 00:00:00 UTC,2.718183884,16069055.92,7/15/2021,888846130,2.552266139
2021-07-16 00:00:00 UTC,6.605979491,172526526.4,7/16/2021,2655603755,2021-07-16 00:00:00 UTC,2.527392504,9311554.952,7/16/2021,826457348.8,2.613752902
2021-07-17 00:00:00 UTC,6.54791713,197455874.3,7/17/2021,2632262686,2021-07-17 00:00:00 UTC,2.355429485,8059895.579,7/17/2021,770225441.6,2.779924923
2021-07-18 00:00:00 UTC,6.493154217,143832754.3,7/18/2021,2610247995,2021-07-18 00:00:00 UTC,2.299186372,13508932.61,7/18/2021,751833943.6,2.824109562
2021-07-19 00:00:00 UTC,6.611536624,107905153.5,7/19/2021,2657837723,2021-07-19 00:00:00 UTC,2.329908888,8248410.954,7/19/2021,761880206.5,2.837680331
2021-07-20 00:00:00 UTC,6.043256087,106024785.3,7/20/2021,2429388947,2021-07-20 00:00:00 UTC,2.219337963,10168950.91,7/20/2021,725723514,2.722999465
2021-07-21 00:00:00 UTC,5.903648593,127183168.5,7/21/2021,2373266735,2021-07-21 00:00:00 UTC,2.380029834,33650224.53,7/21/2021,778269755.8,2.480493525
2021-07-22 00:00:00 UTC,6.665604533,194493638.8,7/22/2021,2679573022,2021-07-22 00:00:00 UTC,2.360517061,34250821.44,7/22/2021,771889078.8,2.823790026
2021-07-23 00:00:00 UTC,7.369026806,236914173,7/23/2021,2962348776,2021-07-23 00:00:00 UTC,2.417668003,22768437.25,7/23/2021,790577436.8,3.047989549
2021-07-24 00:00:00 UTC,7.758516164,278623116.5,7/24/2021,3118923498,2021-07-24 00:00:00 UTC,2.399762553,13947629.19,7/24/2021,784722354.7,3.233034933
2021-07-25 00:00:00 UTC,8.438053055,335147600.5,7/25/2021,3392097328,2021-07-25 00:00:00 UTC,2.436570791,16316308.08,7/25/2021,796758648.7,3.463085532
2021-07-26 00:00:00 UTC,8.267398459,269547387.1,7/26/2021,3323494180,2021-07-26 00:00:00 UTC,2.56824167,27013038.36,7/26/2021,839815026,3.21908898
2021-07-27 00:00:00 UTC,8.493437921,517789048.8,7/27/2021,3414362044,2021-07-27 00:00:00 UTC,2.523198691,25562541.71,7/27/2021,825085971.9,3.36613916
2021-07-28 00:00:00 UTC,9.453959948,445383211.7,7/28/2021,3800491899,2021-07-28 00:00:00 UTC,2.66897096,16757485.33,7/28/2021,872753503.8,3.542174152
2021-07-29 00:00:00 UTC,11.04718327,579312457.1,7/29/2021,4440967673,2021-07-29 00:00:00 UTC,2.620986365,14592880.64,7/29/2021,857062541.3,4.214895361
2021-07-30 00:00:00 UTC,11.06050474,533003302.5,7/30/2021,4446322907,2021-07-30 00:00:00 UTC,2.729664417,15482600.08,7/30/2021,892600264.3,4.051965022
2021-07-31 00:00:00 UTC,10.85745771,426563348,7/31/2021,4364697998,2021-07-31 00:00:00 UTC,2.724056142,9592085.076,7/31/2021,890766358.4,3.985768701
2021-08-01 00:00:00 UTC,10.85642355,323793490.9,8/1/2021,4364282269,2021-08-01 00:00:00 UTC,2.75011299,8126443.909,8/1/2021,899286947.8,3.947628185
2021-08-02 00:00:00 UTC,11.81942584,462410103.4,8/2/2021,4751409188,2021-08-02 00:00:00 UTC,2.611550659,9721016.317,8/2/2021,853977065.5,4.525826753
2021-08-03 00:00:00 UTC,12.42008871,427062989.3,8/3/2021,4992875662,2021-08-03 00:00:00 UTC,2.645956042,15536586.14,8/3/2021,865227625.7,4.693989058
2021-08-04 00:00:00 UTC,14.580952,927862415.8,8/4/2021,5861542703,2021-08-04 00:00:00 UTC,2.807559262,33825849.57,8/4/2021,918071878.7,5.193461879
2021-08-05 00:00:00 UTC,14.55043997,782392049.4,8/5/2021,5849276867,2021-08-05 00:00:00 UTC,2.804100075,39410868.9,8/5/2021,916940724.6,5.188987404
2021-08-06 00:00:00 UTC,14.56038583,518467619.6,8/6/2021,5853275104,2021-08-06 00:00:00 UTC,2.829594962,18179648.92,8/6/2021,925277552.6,5.145749136
2021-08-07 00:00:00 UTC,14.52756648,428205066.8,8/7/2021,5840081725,2021-08-07 00:00:00 UTC,2.952840819,65444992.66,8/7/2021,965578947.8,4.919861032
2021-08-08 00:00:00 UTC,14.61266186,471712422.3,8/8/2021,5874290068,2021-08-08 00:00:00 UTC,2.937098798,22645685.64,8/8/2021,960431307.1,4.975202697
2021-08-09 00:00:00 UTC,13.46523693,354779054,8/9/2021,5413025246,2021-08-09 00:00:00 UTC,2.82217368,28817787.74,8/9/2021,922850793.4,4.771229009
2021-08-10 00:00:00 UTC,13.95752864,409902346.1,8/10/2021,5610926514,2021-08-10 00:00:00 UTC,3.102488507,33764295.52,8/10/2021,1014513742,4.498817194
2021-08-11 00:00:00 UTC,16.68162815,639955269.6,8/11/2021,6706014515,2021-08-11 00:00:00 UTC,2.994098628,23586172.27,8/11/2021,979070251.5,5.571502553
2021-08-12 00:00:00 UTC,17.11575757,560652829.9,8/12/2021,6880534543,2021-08-12 00:00:00 UTC,2.989626776,24272538.68,8/12/2021,977607955.9,5.725048259
2021-08-13 00:00:00 UTC,16.59788903,419393289,8/13/2021,6672351391,2021-08-13 00:00:00 UTC,3.051053018,20840826.85,8/13/2021,997694337,5.440052642
2021-08-14 00:00:00 UTC,17.74216994,302096401.1,8/14/2021,7132352314,2021-08-14 00:00:00 UTC,3.149712424,27505376.65,8/14/2021,1029955963,5.632949156
2021-08-15 00:00:00 UTC,17.34829875,257778817.2,8/15/2021,6974016097,2021-08-15 00:00:00 UTC,3.102285425,18884680.91,8/15/2021,1014447334,5.592102716
2021-08-16 00:00:00 UTC,19.25789843,440578548.5,8/16/2021,7741675171,2021-08-16 00:00:00 UTC,3.124308855,18115520.7,8/16/2021,1021648996,6.163890743
2021-08-17 00:00:00 UTC,22.09653596,1436255486,8/17/2021,8882807455,2021-08-17 00:00:00 UTC,3.108684151,22010310.52,8/17/2021,1016539717,7.1080029
2021-08-18 00:00:00 UTC,25.16389618,1952089523,8/18/2021,10115886264,2021-08-18 00:00:00 UTC,2.938031431,23892673.62,8/18/2021,960736278,8.564883246
2021-08-19 00:00:00 UTC,31.10765099,2517063392,8/19/2021,12505275700,2021-08-19 00:00:00 UTC,2.93665603,19018474.66,8/19/2021,960286521.7,10.59288206
2021-08-20 00:00:00 UTC,29.60249821,2336069771,8/20/2021,11900204282,2021-08-20 00:00:00 UTC,3.106389286,22924665.24,8/20/2021,1015789297,9.529551993
2021-08-21 00:00:00 UTC,30.44913696,1193188612,8/21/2021,12240553060,2021-08-21 00:00:00 UTC,3.152109319,22092465,8/21/2021,1030739747,9.659924158
2021-08-22 00:00:00 UTC,27.59179767,784423561.6,8/22/2021,11091902663,2021-08-22 00:00:00 UTC,3.079700232,23195622.78,8/22/2021,1007061976,8.959247846
2021-08-23 00:00:00 UTC,27.66100422,704316162.8,8/23/2021,11119723698,2021-08-23 00:00:00 UTC,3.218302894,40584328.13,8/23/2021,1052385046,8.594903939
2021-08-24 00:00:00 UTC,29.69620908,1042029566,8/24/2021,11937876050,2021-08-24 00:00:00 UTC,3.136109433,27826032.7,8/24/2021,1025507785,9.469123994
2021-08-25 00:00:00 UTC,29.87613849,2337161954,8/25/2021,12010207673,2021-08-25 00:00:00 UTC,3.05059687,24816199.22,8/25/2021,997545176.5,9.793538695
2021-08-26 00:00:00 UTC,30.17776009,1083259976,8/26/2021,12131459558,2021-08-26 00:00:00 UTC,3.093423142,17507616.88,8/26/2021,1011549368,9.755458178
2021-08-27 00:00:00 UTC,27.35725986,1007015259,8/27/2021,10997618465,2021-08-27 00:00:00 UTC,3.527644419,102941118.2,8/27/2021,1153539725,7.755106981
2021-08-28 00:00:00 UTC,32.63522744,1576911034,8/28/2021,13119361431,2021-08-28 00:00:00 UTC,4.166594587,232853973.1,8/28/2021,1362476430,7.832590083
2021-08-29 00:00:00 UTC,34.92262028,1627462877,8/29/2021,14038893352,2021-08-29 00:00:00 UTC,4.594257217,209851634.7,8/29/2021,1502322110,7.601363753
2021-08-30 00:00:00 UTC,33.38293513,1207491215,8/30/2021,13419939924,2021-08-30 00:00:00 UTC,4.292587464,51189382.4,8/30/2021,1403676101,7.776879425
2021-08-31 00:00:00 UTC,33.36267876,1447796649,8/31/2021,13411796863,2021-08-31 00:00:00 UTC,7.243084798,1341800374,8/31/2021,2368488729,4.60614223
2021-09-01 00:00:00 UTC,31.72712022,1043928986,9/1/2021,12754302329,2021-09-01 00:00:00 UTC,5.711032238,667045059.9,9/1/2021,1867507542,5.555409057
2021-09-02 00:00:00 UTC,31.57324946,858076778.5,9/2/2021,12692446284,2021-09-02 00:00:00 UTC,5.793871203,403825002.6,9/2/2021,1894595883,5.449422045
2021-09-03 00:00:00 UTC,32.98740334,831216439.7,9/3/2021,13260936143,2021-09-03 00:00:00 UTC,5.617167341,153398124.6,9/3/2021,1836813721,5.872604702
2021-09-04 00:00:00 UTC,31.6712627,776656579.9,9/4/2021,12731847604,2021-09-04 00:00:00 UTC,5.316130652,94033507.05,9/4/2021,1738374723,5.95757794
2021-09-05 00:00:00 UTC,31.41029385,446253605,9/5/2021,12626938127,2021-09-05 00:00:00 UTC,5.15309533,77052639.34,9/5/2021,1685062173,6.095422622
2021-09-06 00:00:00 UTC,34.43087537,825773997.5,9/6/2021,13841211899,2021-09-06 00:00:00 UTC,5.459353001,210746875.1,9/6/2021,1785208431,6.306768469
2021-09-07 00:00:00 UTC,32.43198471,880348086.4,9/7/2021,13037657854,2021-09-07 00:00:00 UTC,5.170598462,124133159.1,9/7/2021,1690785697,6.272385092
2021-09-08 00:00:00 UTC,27.88578137,1581714094,9/8/2021,11210084109,2021-09-08 00:00:00 UTC,4.12968246,192453371.3,9/8/2021,1350406164,6.75252435
2021-09-09 00:00:00 UTC,29.38731892,1677529875,9/9/2021,11813702205,2021-09-09 00:00:00 UTC,4.264336354,169802875.8,9/9/2021,1394437988,6.891416736
2021-09-10 00:00:00 UTC,30.46046232,1033903324,9/10/2021,12245105854,2021-09-10 00:00:00 UTC,5.255390653,341426331.5,9/10/2021,1718512743,5.796041499
2021-09-11 00:00:00 UTC,43.36490316,4540657544,9/11/2021,17432691072,2021-09-11 00:00:00 UTC,5.046352296,445678944.5,9/11/2021,1650157201,8.593316641
2021-09-12 00:00:00 UTC,39.01940663,2318587957,9/12/2021,15685801464,2021-09-12 00:00:00 UTC,5.007189522,154353816.9,9/12/2021,1637350974,7.792676203
2021-09-13 00:00:00 UTC,39.43532687,1611209204,9/13/2021,15853001403,2021-09-13 00:00:00 UTC,4.967009238,93322614.49,9/13/2021,1624212021,7.939451082
2021-09-14 00:00:00 UTC,37.29070494,1457165766,9/14/2021,14990863386,2021-09-14 00:00:00 UTC,5.205368844,182063269.8,9/14/2021,1702155612,7.163892907
2021-09-15 00:00:00 UTC,35.51991332,935119080.2,9/15/2021,14279005156,2021-09-15 00:00:00 UTC,5.029903797,150864027.9,9/15/2021,1644778542,7.061748048
2021-09-16 00:00:00 UTC,36.4709119,810305175.7,9/16/2021,14661306583,2021-09-16 00:00:00 UTC,5.028256079,102058710.6,9/16/2021,1644239738,7.253193021
2021-09-17 00:00:00 UTC,37.51400498,1334036438,9/17/2021,15080630004,2021-09-17 00:00:00 UTC,5.348872509,127799554.6,9/17/2021,1749081311,7.013441602
2021-09-18 00:00:00 UTC,34.33428508,993642922.9,9/18/2021,13802382604,2021-09-18 00:00:00 UTC,5.10299995,81197203.27,9/18/2021,1668680984,6.72825503
2021-09-19 00:00:00 UTC,34.66318606,641903133.2,9/19/2021,13934600797,2021-09-19 00:00:00 UTC,5.245568964,86437715.15,9/19/2021,1715301051,6.608088903
2021-09-20 00:00:00 UTC,33.05396966,918728238.2,9/20/2021,13287695803,2021-09-20 00:00:00 UTC,5.930617533,277067077.9,9/20/2021,1939311933,5.573444835
2021-09-21 00:00:00 UTC,27.41649651,1582776290,9/21/2021,11021431596,2021-09-21 00:00:00 UTC,5.859531983,583624456.4,9/21/2021,1916066959,4.678956714
2021-09-22 00:00:00 UTC,24.94675831,1392296742,9/22/2021,10028596840,2021-09-22 00:00:00 UTC,6.170724307,605117733,9/22/2021,2017826849,4.042760148
2021-09-23 00:00:00 UTC,33.31277317,1447406581,9/23/2021,13391734815,2021-09-23 00:00:00 UTC,6.568213908,318945634.7,9/23/2021,2147805948,5.071816119
2021-09-24 00:00:00 UTC,36.43429276,1515458692,9/24/2021,14646585692,2021-09-24 00:00:00 UTC,7.23051451,415202936.4,9/24/2021,2364378245,5.038962678
2021-09-25 00:00:00 UTC,40.0385556,3000770492,9/25/2021,16095499350,2021-09-25 00:00:00 UTC,7.678400756,765552471.7,9/25/2021,2510837047,5.214439422
2021-09-26 00:00:00 UTC,38.0831271,1630889132,9/26/2021,15309417094,2021-09-26 00:00:00 UTC,6.83934617,328536815.3,9/26/2021,2236466197,5.568240904
2021-09-27 00:00:00 UTC,34.53736635,1361619819,9/27/2021,13884021272,2021-09-27 00:00:00 UTC,6.249089478,385367264.9,9/27/2021,2043452259,5.526783777
2021-09-28 00:00:00 UTC,36.75791219,1602407318,9/28/2021,14776680699,2021-09-28 00:00:00 UTC,6.118283074,200291014.2,9/28/2021,2000678565,6.007880274
2021-09-29 00:00:00 UTC,33.06720043,1106852280,9/29/2021,13293014572,2021-09-29 00:00:00 UTC,5.800610655,133337102.3,9/29/2021,1896799684,5.700641259
2021-09-30 00:00:00 UTC,34.16497685,1061820146,9/30/2021,13734320694,2021-09-30 00:00:00 UTC,5.696981748,148019951.9,9/30/2021,1862913032,5.997031123
2021-10-01 00:00:00 UTC,38.37844228,1028518484,10/1/2021,15428133798,2021-10-01 00:00:00 UTC,5.632763506,111434800.7,10/1/2021,1841913666,6.813430431
2021-10-02 00:00:00 UTC,37.7967922,1140762881,10/2/2021,15194310464,2021-10-02 00:00:00 UTC,6.166245086,154622715.5,10/2/2021,2016362143,6.129628595
2021-10-03 00:00:00 UTC,41.38417585,1380959765,10/3/2021,16636438693,2021-10-03 00:00:00 UTC,6.326222153,132661290.5,10/3/2021,2068674644,6.541688681
2021-10-04 00:00:00 UTC,42.96803425,1961685715,10/4/2021,17273149768,2021-10-04 00:00:00 UTC,6.319832808,122039004.2,10/4/2021,2066585328,6.798919458
2021-10-05 00:00:00 UTC,46.76202811,2484195817,10/5/2021,18798335299,2021-10-05 00:00:00 UTC,6.024257462,113309051.5,10/5/2021,1969932190,7.762289113
2021-10-06 00:00:00 UTC,44.98909248,1280626967,10/6/2021,18085615176,2021-10-06 00:00:00 UTC,5.953358276,113226090.9,10/6/2021,1946748156,7.556926762
2021-10-07 00:00:00 UTC,42.01535192,1322088565,10/7/2021,16890171470,2021-10-07 00:00:00 UTC,5.7426365,112100463.7,10/7/2021,1877842135,7.316387154
